invoice_no,sale_date,sale_time,customer_id,drug_code,product_name,batch_no,storage_location,quantity,unit,unit_price,total_amount,gross_profit,วันสำคัญ,holiday,อุณหภูมิ,ปริมาณน้ำฝน
BL200307-015,2020-03-07,11:04,C01-0000,B0080,BETAMETHASONE-N GPO 5 G,P191224-0047,F2,1.0,หลอด,40.0,40,25.0,,False,30.8,34.5
BL200307-023,2020-03-07,12:46,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,30.8,34.5
BL200307-025,2020-03-07,12:54,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200307-028,2020-03-07,13:59,C01-0000,C0185,CPM ขวด 100 เม็ด,P200204-0013,F1,1.0,กระปุก,20.0,20,14.0,,False,30.8,34.5
BL200307-030,2020-03-07,14:21,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,30.8,34.5
BL200307-030,2020-03-07,14:21,C01-0000,F0082,FLEMEX SYRUP 60 CC ผู้ใหญ่,P200226-0019,B1,1.0,ขวด,65.0,65,21.0,,False,30.8,34.5
BL200307-031,2020-03-07,14:31,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200226-0044,B1,1.0,แผง,10.0,10,3.24,,False,30.8,34.5
BL200307-037,2020-03-07,15:32,C01-0000,O0045,Omeprazole GPO,@PS-000258,B1,2.0,แผง,40.0,80,80.0,,False,30.8,34.5
BL200307-038,2020-03-07,16:12,C01-0000,O0045,Omeprazole GPO,@PS-000258,B1,1.0,แผง,40.0,40,40.0,,False,30.8,34.5
BL200307-038,2020-03-07,16:12,C01-0000,T0181,Terbutaline Tablets 2.5mg. แผง ขยายหลอดลมT.O,P200114-0054,F5,1.0,แผง,45.0,45,42.8,,False,30.8,34.5
BL200307-042,2020-03-07,17:22,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,30.8,34.5
BL200307-042,2020-03-07,17:22,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,30.8,34.5
BL200307-048,2020-03-07,18:08,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,,False,30.8,34.5
BL200307-055,2020-03-07,18:48,C01-0000,G0074,Gaviscon ซอง,P191203-0030,F2,10.0,ซอง,20.0,200,34.17,,False,30.8,34.5
BL200307-058,2020-03-07,18:54,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200307-062,2020-03-07,19:41,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,2.0,แผง,35.0,70,21.6,,False,30.8,34.5
BL200307-065,2020-03-07,20:16,C01-0000,B0080,BETAMETHASONE-N GPO 5 G,P191224-0047,F2,1.0,หลอด,40.0,40,25.0,,False,30.8,34.5
BL200307-065,2020-03-07,20:16,C01-0000,G0090,Gofen 400,P200303-0044,F2,1.0,แผง,100.0,100,21.67,,False,30.8,34.5
BL200306-006,2020-03-06,10:30,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,,False,30.8,34.5
BL200306-007,2020-03-06,10:33,C01-0000,A0173,Anmatic Tablets,@PS-000564,B1,1.0,แผง,20.0,20,20.0,,False,30.8,34.5
BL200306-007,2020-03-06,10:33,C01-0000,B0086,Biocalm ขายแผง,P190507-0040,F2,1.0,แผง,30.0,30,19.0,,False,30.8,34.5
BL200306-011,2020-03-06,14:05,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,2.0,แผง,35.0,70,38.0,,False,30.8,34.5
BL200306-012,2020-03-06,14:06,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200306-013,2020-03-06,14:06,C01-0000,D0189,DIANE 35,P200226-0041,B1,1.0,แผง,180.0,180,20.0,,False,30.8,34.5
BL200306-015,2020-03-06,14:48,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200226-0044,B1,2.0,แผง,10.0,20,6.48,,False,30.8,34.5
BL200306-022,2020-03-06,17:08,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200306-023,2020-03-06,17:26,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200306-024,2020-03-06,17:27,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200306-025,2020-03-06,17:29,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200306-026,2020-03-06,17:50,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200306-029,2020-03-06,17:58,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,30.8,34.5
BL200306-032,2020-03-06,18:41,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,30.8,34.5
BL200306-034,2020-03-06,18:51,C01-0000,M0217,Minra  60 ml ส้ม,P200226-0023,B1,1.0,ขวด,50.0,50,22.0,,False,30.8,34.5
BL200306-038,2020-03-06,19:26,C01-0000,B0091,BISOLVON FOIL 500  แผง,P200303-0028,F2,2.0,แผง,55.0,110,25.0,,False,30.8,34.5
BL200306-040,2020-03-06,19:37,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,30.8,34.5
BL200306-041,2020-03-06,19:46,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,2.0,แผง,40.0,80,52.0,,False,30.8,34.5
BL200306-042,2020-03-06,19:58,C01-0000,B0091,BISOLVON FOIL 500  แผง,P200303-0028,F2,1.0,แผง,55.0,55,12.5,,False,30.8,34.5
BL200305-003,2020-03-05,8:42,C01-0000,D0190,Dimetapp syrup,P200218-0022,F5,1.0,ขวด,60.0,60,15.0,วันนักข่าว,True,30.8,34.5
BL200305-005,2020-03-05,8:46,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันนักข่าว,True,30.8,34.5
BL200305-007,2020-03-05,8:52,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันนักข่าว,True,30.8,34.5
BL200305-012,2020-03-05,11:06,C01-0000,G0090,Gofen 400,P200226-0068,B1,1.0,แผง,100.0,100,21.67,วันนักข่าว,True,30.8,34.5
BL200305-016,2020-03-05,12:38,C01-0000,F0079,Foliamin 5 mg,P191119-0064,F2,20.0,เม็ด,1.0,20,14.6,วันนักข่าว,True,30.8,34.5
BL200305-017,2020-03-05,12:47,C01-0000,O0045,Omeprazole GPO,@PS-000258,B1,1.0,แผง,40.0,40,40.0,วันนักข่าว,True,30.8,34.5
BL200305-018,2020-03-05,12:50,C01-0000,G0091,gaviscon  ชมพู ซอง,P200128-0040,F2,2.0,ซอง,25.0,50,8.5,วันนักข่าว,True,30.8,34.5
BL200305-022,2020-03-05,13:10,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันนักข่าว,True,30.8,34.5
BL200305-026,2020-03-05,14:25,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันนักข่าว,True,30.8,34.5
BL200305-027,2020-03-05,14:49,C01-0000,H0038,HEXIN พยาธิ,P190806-0021,F2,1.0,แผง,30.0,30,12.5,วันนักข่าว,True,30.8,34.5
BL200305-032,2020-03-05,16:14,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,1.0,แผง,35.0,35,19.0,วันนักข่าว,True,30.8,34.5
BL200305-038,2020-03-05,17:19,C01-0000,D0189,DIANE 35,P200226-0041,B1,1.0,แผง,180.0,180,20.0,วันนักข่าว,True,30.8,34.5
BL200305-042,2020-03-05,18:10,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,2.0,แผง,20.0,40,27.2,วันนักข่าว,True,30.8,34.5
BL200305-047,2020-03-05,19:42,C01-0000,F0083,Ciprofex 500 mg,P200114-0067,F5,1.0,แผง,70.0,70,48.0,วันนักข่าว,True,30.8,34.5
BL200305-048,2020-03-05,19:47,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,วันนักข่าว,True,30.8,34.5
BL200305-050,2020-03-05,20:02,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันนักข่าว,True,30.8,34.5
BL200305-054,2020-03-05,20:21,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,วันนักข่าว,True,30.8,34.5
BL200305-060,2020-03-05,20:57,C01-0000,F0083,Ciprofex 500 mg,P200114-0067,F5,1.0,แผง,70.0,70,48.0,วันนักข่าว,True,30.8,34.5
BL200304-001,2020-03-04,8:42,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200304-005,2020-03-04,10:07,C01-0000,B0074,BERCLOMINE Syrup 60 cc. แก้ปวดท้องเด็ก,P191231-0014,B1,1.0,ขวด,50.0,50,25.75,,False,30.8,34.5
BL200304-009,2020-03-04,10:55,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,5.0,แผง,40.0,200,125.0,,False,30.8,34.5
BL200304-014,2020-03-04,12:56,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,1.0,แผง,60.0,60,41.0,,False,30.8,34.5
BL200304-015,2020-03-04,13:00,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,1.0,แผง,40.0,40,25.0,,False,30.8,34.5
BL200304-018,2020-03-04,15:23,C01-0000,D0189,DIANE 35,P200226-0041,B1,1.0,แผง,180.0,180,20.0,,False,30.8,34.5
BL200304-023,2020-03-04,16:19,C01-0000,B0140,BETAMETHASONE-N GPO 15 G,P191224-0048,F2,1.0,หลอด,80.0,80,44.0,,False,30.8,34.5
BL200304-027,2020-03-04,17:05,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,,False,30.8,34.5
BL200304-030,2020-03-04,18:19,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200304-037,2020-03-04,19:59,C01-0000,D0190,Dimetapp syrup,P200218-0022,F5,1.0,ขวด,60.0,60,15.0,,False,30.8,34.5
BL200303-001,2020-03-03,8:39,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,1.0,แผง,40.0,40,25.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-004,2020-03-03,8:53,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-005,2020-03-03,9:06,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,1.0,แผง,35.0,35,19.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-013,2020-03-03,11:43,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-020,2020-03-03,13:09,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-020,2020-03-03,13:09,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-027,2020-03-03,15:23,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-032,2020-03-03,16:57,C01-0000,C0173,Cephadol,A170104-0001,B1,2.0,แผง,30.0,60,24.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-033,2020-03-03,17:22,C01-0000,C0173,Cephadol,A170104-0001,B1,2.0,แผง,30.0,60,24.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-039,2020-03-03,17:45,C01-0000,M0217,Minra  60 ml ส้ม,P200226-0023,B1,1.0,ขวด,50.0,50,22.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-042,2020-03-03,17:59,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-045,2020-03-03,18:44,C01-0000,A0190,AMK 1G,P200128-0049,F2,1.0,กล่อง(เล็ก),205.0,205,80.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-048,2020-03-03,19:13,C01-0000,G0074,Gaviscon ซอง,P191203-0030,F2,2.0,ซอง,20.0,40,6.83,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-049,2020-03-03,19:18,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-052,2020-03-03,19:26,C01-0000,F0096,Floximed 400 mg,P200204-0010,F1,1.0,แผง,50.0,50,36.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-054,2020-03-03,19:54,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,1.0,แผง,20.0,20,13.6,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-057,2020-03-03,20:20,C01-0000,C0131,CANAZOL-Be CREAM 5 GM,P191119-0033,F2,1.0,หลอด,55.0,55,35.0,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200303-057,2020-03-03,20:20,C01-0000,G0090,Gofen 400,P200226-0068,B1,1.0,แผง,100.0,100,21.67,วันสัตว์ป่าและพืชป่าโลก,True,30.8,34.5
BL200302-002,2020-03-02,8:41,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,,False,30.8,34.5
BL200302-003,2020-03-02,8:44,C01-0000,B0086,Biocalm ขายแผง,P190507-0040,F2,1.0,แผง,30.0,30,19.0,,False,30.8,34.5
BL200302-006,2020-03-02,9:12,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200302-008,2020-03-02,9:34,C01-0000,G0090,Gofen 400,P200226-0068,B1,1.0,แผง,100.0,100,21.67,,False,30.8,34.5
BL200302-027,2020-03-02,14:07,C01-0000,D0177,DIMENHYDRINATE N/L 100X10'S,P200114-0007,F5,2.0,แผง,10.0,20,16.1,,False,30.8,34.5
BL200302-029,2020-03-02,14:37,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,1.0,แผง,40.0,40,25.0,,False,30.8,34.5
BL200302-032,2020-03-02,14:49,C01-0000,D0189,DIANE 35,P200226-0041,B1,1.0,แผง,180.0,180,20.0,,False,30.8,34.5
BL200302-038,2020-03-02,16:05,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,,False,30.8,34.5
BL200302-040,2020-03-02,16:39,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200302-040,2020-03-02,16:39,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200302-042,2020-03-02,17:03,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200302-043,2020-03-02,17:28,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,30.8,34.5
BL200302-044,2020-03-02,17:46,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,2.0,แผง,35.0,70,38.0,,False,30.8,34.5
BL200302-047,2020-03-02,18:06,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,1.0,แผง,40.0,40,23.2,,False,30.8,34.5
BL200302-052,2020-03-02,19:10,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,2.0,แผง,60.0,120,82.0,,False,30.8,34.5
BL200302-053,2020-03-02,19:20,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,1.0,แผง,40.0,40,23.2,,False,30.8,34.5
BL200302-055,2020-03-02,20:03,C01-0000,A0178,Ampicillin 500 mg,P200218-0035,F5,2.0,แผง,40.0,80,46.4,,False,30.8,34.5
BL200302-056,2020-03-02,20:17,C01-0000,D0178,DIORA 21'S,P191126-0037,B1,1.0,แผง,70.0,70,34.0,,False,30.8,34.5
BL200301-001,2020-03-01,8:02,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200301-006,2020-03-01,9:44,C01-0000,F0096,Floximed 400 mg,P200204-0010,F1,1.0,แผง,50.0,50,36.0,,False,30.8,34.5
BL200301-007,2020-03-01,10:03,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,2.0,แผง,35.0,70,21.6,,False,30.8,34.5
BL200301-008,2020-03-01,10:08,C01-0000,D0160,DECOLGEN PRIN 25X4'S,P200226-0044,B1,25.0,แผง,7.2,180,11.0,,False,30.8,34.5
BL200301-012,2020-03-01,11:51,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,30.8,34.5
BL200301-014,2020-03-01,12:21,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,,False,30.8,34.5
BL200301-025,2020-03-01,16:47,C01-0000,M0217,Minra  60 ml ส้ม,P200226-0023,B1,1.0,ขวด,50.0,50,22.0,,False,30.8,34.5
BL200301-026,2020-03-01,17:06,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,30.8,34.5
BL200301-029,2020-03-01,17:33,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,30.8,34.5
BL200301-033,2020-03-01,17:48,C01-0000,M0203,Mysoven granules 600 mg,P200121-0070,B1,4.0,ซอง,15.0,60,24.13,,False,30.8,34.5
BL200229-001,2020-02-29,8:29 ,C01-0000,A0167,Arcoxia 90 mg,P200204-0046,F1,2.0,แผง,250.0,500,144.0,,False,27.4,0.0
BL200229-005,2020-02-29,9:25 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200229-010,2020-02-29,10:51 ,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,,False,27.4,0.0
BL200229-013,2020-02-29,11:02 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200229-014,2020-02-29,11:06 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,2.0,แผง,35.0,70,21.6,,False,27.4,0.0
BL200229-016,2020-02-29,12:23 ,C01-0000,A0175,Amoksiklav 1000 mg,P200218-0032,F5,1.0,กล่อง,195.0,195,80.0,,False,27.4,0.0
BL200229-018,2020-02-29,12:34 ,C01-0000,F0096,Floximed 400 mg,P200204-0010,F1,1.0,แผง,50.0,50,36.0,,False,27.4,0.0
BL200229-021,2020-02-29,13:46 ,C01-0000,B0086,Biocalm ขายแผง,P190507-0040,F2,1.0,แผง,30.0,30,19.0,,False,27.4,0.0
BL200229-021,2020-02-29,13:46 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200229-027,2020-02-29,15:40 ,C01-0000,G0090,Gofen 400,P200226-0068,B1,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200229-027,2020-02-29,15:40 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200229-034,2020-02-29,17:10 ,C01-0000,D0189,DIANE 35,P200226-0041,B1,1.0,แผง,180.0,180,20.0,,False,27.4,0.0
BL200229-036,2020-02-29,17:35 ,C01-0000,C0130,CANASONE C.B. CREAM  5G,P191217-0063,B1,1.0,หลอด,52.0,52,30.0,,False,27.4,0.0
BL200229-037,2020-02-29,17:38 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200229-042,2020-02-29,18:08 ,C01-0000,C0185,CPM ขวด 100 เม็ด,P200204-0013,F1,1.0,กระปุก,20.0,20,14.0,,False,27.4,0.0
BL200229-043,2020-02-29,18:09 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200229-049,2020-02-29,19:26 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200229-055,2020-02-29,20:00 ,C01-0000,B0072,BENDA น้ำ 12X30 CC,P191015-0058,B1,1.0,ขวด,40.0,40,20.5,,False,27.4,0.0
BL200229-064,2020-02-29,20:56 ,C01-0000,O0045,Omeprazole GPO,P200204-0025,F1,1.0,แผง,40.0,40,25.0,,False,27.4,0.0
BL200228-006,2020-02-28,9:14 ,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,27.4,0.0
BL200228-008,2020-02-28,9:21 ,C01-0000,D0177,DIMENHYDRINATE N/L 100X10'S,P200114-0007,F5,5.0,แผง,10.0,50,40.25,,False,27.4,0.0
BL200228-011,2020-02-28,10:17 ,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,27.4,0.0
BL200228-015,2020-02-28,11:17 ,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,1.0,แผง,60.0,60,41.0,,False,27.4,0.0
BL200228-018,2020-02-28,12:06 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200228-019,2020-02-28,12:25 ,C01-0000,I0108,Ibrofen 600 TO แผง,P200211-0037,B1,1.0,แผง,40.0,40,26.0,,False,27.4,0.0
BL200228-027,2020-02-28,13:06 ,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,,False,27.4,0.0
BL200228-030,2020-02-28,13:11 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,2.0,แผง,20.0,40,30.4,,False,27.4,0.0
BL200228-039,2020-02-28,15:46 ,C01-0000,G0066,GANO 500 MG 10'S,P200218-0018,F5,1.0,แผง,50.0,50,10.83,,False,27.4,0.0
BL200228-040,2020-02-28,16:07 ,C01-0000,C0157,CONCON 15 ML,P190730-0071,F2,1.0,กล่อง,50.0,50,8.33,,False,27.4,0.0
BL200228-044,2020-02-28,16:16 ,C01-0000,A0167,Arcoxia 90 mg,P200204-0046,F1,1.0,แผง,250.0,250,72.0,,False,27.4,0.0
BL200228-045,2020-02-28,16:23 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,,False,27.4,0.0
BL200228-049,2020-02-28,16:36 ,C01-0000,H0038,HEXIN พยาธิ,P190806-0021,F2,1.0,แผง,30.0,30,12.5,,False,27.4,0.0
BL200228-052,2020-02-28,16:57 ,C01-0000,E0050,EXLUTON,P200211-0028,B1,1.0,แผง,120.0,120,34.0,,False,27.4,0.0
BL200228-053,2020-02-28,17:05 ,C01-0000,C0142,CETRIzin แผง,P200211-0005,F2,2.0,แผง,20.0,40,27.2,,False,27.4,0.0
BL200228-055,2020-02-28,17:09 ,C01-0000,D0174,DIFELENE  50 MG 10'S,P200211-0035,B1,1.0,แผง,35.0,35,19.0,,False,27.4,0.0
BL200228-063,2020-02-28,17:49 ,C01-0000,S0125,SULIDINE SYRUP 12X60CC,P200211-0008,B1,1.0,ขวด,35.0,35,13.33,,False,27.4,0.0
BL200228-064,2020-02-28,17:51 ,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,,False,27.4,0.0
BL200228-066,2020-02-28,18:04 ,C01-0000,A0178,Ampicillin 500 mg,P191001-0050,C3,2.0,แผง,40.0,80,46.4,,False,27.4,0.0
BL200228-066,2020-02-28,18:04 ,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,,False,27.4,0.0
BL200228-068,2020-02-28,18:21 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200228-074,2020-02-28,19:13 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200228-075,2020-02-28,19:14 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200228-075,2020-02-28,19:14 ,C01-0000,D0218,Duran syrub 60 ml,P200211-0016,B1,1.0,ขวด,45.0,45,16.25,,False,27.4,0.0
BL200228-075,2020-02-28,19:14 ,C01-0000,M0217,Minra  60 ml ส้ม,P191231-0064,B1,1.0,ขวด,50.0,50,24.0,,False,27.4,0.0
BL200228-084,2020-02-28,20:20 ,C01-0000,G0074,Gaviscon ซอง,P191203-0030,F2,2.0,ซอง,20.0,40,6.83,,False,27.4,0.0
BL200228-087,2020-02-28,21:06 ,C01-0000,G0067,GARAMYCIN  5 GM เล็ก,P200128-0069,F2,1.0,หลอด,60.0,60,22.0,,False,27.4,0.0
BL200227-003,2020-02-27,8:38 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200227-004,2020-02-27,8:48 ,C01-0000,G0090,Gofen 400,P200218-0008,F5,1.0,แผง,100.0,100,21.67,,False,27.4,0.0
BL200227-006,2020-02-27,10:33 ,C01-0000,B0135,Bufenac 50 mg,P200218-0020,F5,1.0,แผง,20.0,20,15.2,,False,27.4,0.0
BL200227-006,2020-02-27,10:33 ,C01-0000,D0104,Dicloxacillin-Nida,P200114-0088,F5,1.0,แผง,60.0,60,41.0,,False,27.4,0.0
BL200227-017,2020-02-27,15:31 ,C01-0000,A0158,ยาคุม ANNA 28 เม็ด,P200114-0066,F5,1.0,แผง,35.0,35,10.8,,False,27.4,0.0
BL200227-020,2020-02-27,15:55 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,,False,27.4,0.0
BL200227-027,2020-02-27,17:07 ,C01-0000,C0173,Cephadol,A170104-0001,B1,1.0,แผง,30.0,30,12.0,,False,27.4,0.0
BL200227-029,2020-02-27,18:27 ,C01-0000,M0217,Minra  60 ml ส้ม,P200211-0013,B1,1.0,ขวด,50.0,50,22.0,,False,27.4,0.0
BL200226-003,2020-02-26,9:16 ,C01-0000,E0055,Extorant tablets,@PS-000443,B1,1.0,แผง,35.0,35,35.0,วันสหกรณ์แห่งชาติ,True,27.4,0.0
